Gender,Location,Age.Band,Age,Completion.Time,Part.A.Score,Part.B.Score,Part.C.Score
M,E,M,51,44,2,64,56
M,D,U,14,28,52,46,21
M,D,U,14,44,52,52,23
F,D,U,8,32,71,51,34
M,C,Y,26,39,24,22,44
F,C,Y,19,36,39,56,78
M,A,M,60,49,6,67,46
M,E,U,10,65,64,48,18
M,E,O,94,23,81,45,69
F,E,M,45,48,3,72,89
F,B,O,94,16,81,38,23
M,B,O,95,41,85,57,86
F,A,Y,21,25,34,57,73
F,C,Y,27,39,22,48,99
M,E,Y,21,60,34,40,43
M,E,Y,33,54,13,48,41
M,E,O,94,23,81,55,81
M,E,U,6,67,78,60,21
F,A,Y,27,23,22,55,99
F,B,M,61,29,7,71,88
F,B,U,13,48,55,43,79
F,D,M,58,116,5,75,94
M,A,M,50,67,2,70,59
M,D,M,53,30,2,72,58
M,A,Y,32,58,14,46,44
M,B,U,5,29,81,54,15
F,B,U,6,24,78,48,50
F,A,Y,20,27,37,41,87
F,D,U,10,42,64,48,68
F,D,U,10,48,64,45,25
M,E,U,10,65,64,43,21
F,B,U,6,37,78,40,22
M,D,U,6,28,78,61,23
F,E,Y,26,57,24,41,54
M,B,U,15,24,50,50,29
M,B,Y,31,34,16,38,44
M,A,O,83,45,47,57,90
F,E,O,85,28,52,44,25
F,E,Y,17,62,44,41,66
F,E,O,66,37,13,48,62
M,B,Y,32,32,14,56,40
M,E,M,63,38,9,71,46
F,B,U,6,50,78,44,47
M,D,M,47,35,2,69,55
F,D,O,93,42,78,47,30
M,C,Y,20,37,37,29,38
F,C,O,84,58,50,48,94
M,C,Y,24,38,28,44,40
M,C,U,9,33,68,42,11
F,E,Y,36,52,9,48,40
M,D,Y,26,43,24,47,43
F,E,O,78,31,34,48,51
F,E,U,12,64,58,55,34
F,D,Y,36,35,9,52,38
F,E,O,89,26,64,54,28
F,E,O,75,32,28,45,56
M,E,M,51,44,2,69,60
F,B,Y,37,56,8,58,31
F,B,M,50,50,2,71,99
F,B,M,42,31,4,62,20
M,B,O,93,43,78,41,69
M,D,Y,30,49,17,48,42
M,E,O,82,29,44,39,85
M,B,O,93,43,78,49,68
F,A,O,77,16,32,56,31
M,A,M,53,68,2,63,52
F,D,O,94,28,81,38,84
M,A,M,45,45,3,68,52
M,B,U,12,45,58,47,17
M,B,O,78,37,34,57,75
F,B,M,56,49,4,72,72
F,D,O,82,35,44,50,59
F,C,U,15,120,50,46,36
F,B,O,89,18,64,49,95
F,C,U,12,34,58,46,87
M,C,Y,34,41,12,54,42
M,B,U,12,44,58,48,17
M,D,M,58,26,5,72,59
M,E,U,5,68,81,42,22
F,A,O,78,67,34,53,43
F,C,Y,38,43,7,43,32
F,B,O,71,14,20,56,54
M,B,O,74,29,26,39,69
M,B,O,95,50,85,53,79
F,B,Y,24,68,28,48,38
F,B,M,56,25,4,75,23
M,C,M,42,44,4,72,55
M,A,Y,33,59,13,42,36
F,D,O,85,49,52,63,80
F,C,O,66,52,13,42,73
M,B,M,41,25,5,71,55
F,C,M,44,45,3,69,53
F,B,U,11,55,61,46,26
M,E,O,90,25,68,54,76
M,B,M,51,29,2,78,59
F,B,U,14,37,52,50,39
M,B,M,44,31,3,72,58
F,A,M,45,67,3,70,48
M,B,M,55,27,3,75,52
M,A,Y,32,47,14,42,37
F,B,M,59,42,6,70,72
M,A,Y,34,32,12,55,43
M,B,M,45,26,3,68,54
M,E,U,8,66,71,53,26
F,D,O,79,26,37,50,80
M,D,U,8,39,71,65,29
F,A,Y,32,49,14,52,67
F,B,U,12,54,58,57,98
F,E,M,50,45,2,71,95
F,A,Y,21,25,34,59,68
F,B,U,10,24,64,59,67
F,A,U,14,43,52,63,41
F,C,Y,29,40,19,57,93
M,B,U,9,54,68,69,23
M,D,Y,24,35,28,48,37
M,B,M,57,50,4,72,53
M,E,U,11,64,61,46,12
M,C,U,8,33,71,47,20
M,B,Y,23,43,30,46,44
M,B,Y,17,29,44,51,43
M,A,O,95,15,85,45,74
M,C,Y,34,41,12,57,36
F,B,O,78,17,34,43,64
M,B,Y,20,59,37,42,36
M,A,M,61,58,7,68,56
M,E,Y,18,61,42,48,45
F,E,O,69,36,17,48,38
M,E,O,70,35,19,52,88
M,A,O,81,38,42,54,81
M,D,M,57,43,4,70,54
F,D,U,15,30,50,55,85
F,B,O,67,12,14,70,53
F,C,O,88,59,61,41,90
M,C,M,45,45,3,76,48
M,D,Y,39,47,6,55,38
M,C,U,12,34,58,59,12
M,E,M,53,44,2,74,57
F,D,O,84,27,50,52,30
M,E,M,48,46,2,75,46
M,B,O,90,51,68,34,91
M,A,Y,32,35,14,41,36
F,C,M,63,51,9,65,48
F,C,U,14,35,52,48,89
M,E,U,11,64,61,51,10
M,A,Y,38,43,7,61,41
F,E,M,48,46,2,62,90
M,D,U,10,42,64,55,12
F,E,U,8,66,71,53,98
F,A,U,8,20,71,54,47
M,A,M,46,31,2,73,58
F,B,U,8,35,71,50,78
M,C,M,51,47,2,69,59
F,D,Y,22,44,32,42,91
M,E,U,12,64,58,44,18
F,D,O,86,46,55,46,57
F,E,Y,27,56,22,51,38
M,B,Y,21,32,34,59,41
M,E,Y,28,56,20,43,37
F,C,O,85,58,52,54,69
M,B,O,72,33,22,61,70
F,C,Y,35,42,10,47,31
M,C,U,10,33,64,34,24
M,E,Y,34,53,12,56,45
F,D,O,85,32,52,65,96
F,D,Y,30,25,17,54,95
M,D,U,10,27,64,46,14
M,A,Y,22,61,32,39,35
M,E,U,5,68,81,48,26
F,C,Y,16,35,47,57,21
M,B,U,9,23,68,51,21
M,D,O,93,116,78,57,92
M,B,O,81,46,42,63,68
M,B,U,11,33,61,51,28
F,D,U,8,43,71,43,91
F,B,U,8,46,71,43,74
F,E,Y,39,50,6,58,51
F,B,Y,34,53,12,55,78
F,C,Y,38,43,7,49,87
M,E,M,52,44,2,76,56
M,B,M,60,25,6,71,46
F,C,M,48,46,2,77,40
F,A,O,70,117,19,57,83
M,E,M,46,47,2,70,53
M,D,U,6,34,78,50,29
F,B,Y,34,56,12,49,27
F,A,O,85,29,52,40,27
F,D,U,14,25,52,39,30
F,E,M,53,44,2,69,84
F,A,Y,31,32,16,66,38
M,C,O,78,56,34,59,76
M,C,Y,36,42,9,52,38
F,A,U,10,27,64,44,79
M,A,U,7,40,74,50,14
M,D,U,12,41,58,47,15
F,A,M,55,42,3,78,92
F,C,U,11,34,61,46,40
F,E,U,8,66,71,52,83
F,C,U,6,32,78,42,78
F,E,M,47,46,2,70,85
M,D,M,42,44,4,73,45
M,D,M,47,40,2,72,48
F,C,Y,20,37,37,52,85
M,B,U,7,46,74,44,16
M,E,U,13,64,55,53,18
M,D,Y,36,46,9,43,36
M,C,U,12,34,58,50,11
M,E,O,72,34,22,54,86
M,B,Y,25,21,26,56,43
F,D,M,42,39,4,68,67
M,A,U,11,57,61,48,17
M,A,M,42,66,4,76,53
F,B,U,15,41,50,49,30
F,A,Y,33,26,13,41,77
M,A,M,54,48,3,70,50
F,D,Y,28,37,20,57,80
M,A,Y,20,45,37,43,40
F,C,Y,23,38,30,54,82
F,D,Y,19,39,39,51,30
M,B,O,78,33,34,49,77
F,D,U,13,34,55,46,93
F,C,O,84,58,50,54,70
F,D,M,46,30,2,70,21
M,B,U,9,43,68,44,21
F,B,U,8,57,71,50,47
F,D,Y,20,32,37,42,53
M,B,M,55,32,3,70,52
F,A,Y,24,114,28,55,64
M,D,O,94,49,81,59,75
F,C,Y,33,41,13,49,40
F,A,Y,28,25,20,54,34
F,B,Y,23,59,30,41,45
M,B,U,7,55,74,55,13
F,C,Y,34,41,12,46,62
M,A,O,85,60,52,56,79
F,A,U,7,25,74,48,20
F,E,O,87,26,58,36,60
M,B,Y,35,116,10,57,36
F,D,O,71,36,20,56,29
F,C,Y,32,41,14,57,83
F,A,Y,29,59,19,39,73
F,D,Y,28,42,20,46,91
M,C,Y,38,43,7,44,42
F,E,O,82,29,44,47,33
F,E,Y,35,52,10,46,66
M,C,M,63,51,9,74,50
M,A,Y,31,30,16,59,37
M,E,M,51,44,2,74,54
F,C,O,84,58,50,50,21
M,D,Y,18,34,42,63,40
M,C,Y,22,37,32,36,44
M,E,Y,24,58,28,50,39
F,C,Y,30,40,17,47,57
M,D,M,44,38,3,76,54
M,D,O,67,47,14,53,90
F,B,M,56,116,4,70,60
F,D,U,9,43,68,48,38
M,A,U,10,26,64,50,17
M,A,U,10,56,64,50,25
M,D,M,53,39,2,71,54
M,E,Y,34,53,12,54,44
M,B,Y,18,29,42,46,42
F,C,O,69,53,17,67,52
M,E,Y,23,58,30,57,38
M,A,M,43,63,4,64,51
M,C,U,5,32,81,52,15
F,E,U,10,65,64,41,51
F,D,M,55,37,3,72,61
F,D,U,9,27,68,46,35
M,E,Y,36,52,9,57,38
M,E,O,72,34,22,56,71
M,C,U,13,34,55,58,12
F,E,U,12,64,58,51,82
F,D,M,51,119,2,71,81
M,D,M,44,44,3,65,46
M,C,M,50,47,2,69,53
M,C,O,88,59,61,33,73
M,D,Y,17,41,44,59,41
F,A,M,59,28,6,74,98
F,D,U,7,28,74,55,67
M,C,U,13,34,55,41,11
F,A,O,81,50,42,28,74
F,E,M,63,38,9,69,89
F,A,Y,19,37,39,51,49
M,D,M,46,29,2,66,47
F,C,Y,19,36,39,49,24
M,C,U,7,32,74,47,29
M,A,M,48,39,2,72,57
F,E,O,90,25,68,52,69
M,D,M,59,49,6,68,58
M,D,Y,25,40,26,49,37
F,A,U,12,64,58,58,35
F,B,O,77,18,32,38,76
M,C,O,84,58,50,42,70
M,C,U,8,33,71,55,16
F,C,O,92,61,74,55,29
F,A,M,61,64,7,71,25
F,C,O,67,52,14,52,98
M,A,M,48,69,2,70,55
M,C,U,15,35,50,60,24
M,D,O,68,31,16,55,76
M,A,O,71,52,20,64,71
F,A,M,50,36,2,70,27
F,C,U,7,32,74,61,82
M,D,O,86,27,55,55,82
F,E,O,84,28,50,47,94
F,E,U,15,62,50,50,26
F,D,O,90,32,68,47,53
F,C,Y,25,38,26,49,95
M,C,O,73,54,24,44,69
M,A,Y,29,17,19,53,37
M,C,Y,20,37,37,48,36
M,B,M,41,30,5,75,46
F,D,Y,22,26,32,63,99
M,D,Y,38,26,7,44,38
M,D,M,43,30,4,66,54
F,A,M,47,66,2,73,92
F,B,U,6,55,78,55,76
F,A,Y,26,18,24,49,99
M,E,Y,21,114,34,59,44
M,E,Y,29,56,19,46,36
F,A,M,56,19,4,67,20
M,E,M,63,38,9,73,45
M,D,M,59,119,6,69,59
F,D,U,13,35,55,50,59
M,E,M,49,46,2,71,58
M,E,O,73,34,24,49,81
F,C,Y,23,38,30,46,80
M,C,U,11,34,61,40,14
F,C,O,92,61,74,55,86
F,E,O,69,36,17,48,40
F,B,M,41,24,5,74,57
F,B,O,83,12,47,58,49
F,E,O,92,24,74,46,59
M,C,U,10,33,64,46,28
M,E,U,15,62,50,50,17
F,A,O,83,45,47,56,50
M,D,Y,28,26,20,59,36
F,E,U,14,63,52,41,72
M,D,M,63,35,9,69,54
M,A,M,53,59,2,71,47
F,A,U,13,54,55,42,45
M,D,M,54,25,3,72,45
M,B,U,11,34,61,43,14
M,B,Y,24,25,28,50,44
F,C,Y,20,37,37,54,89
M,A,O,87,36,58,50,74
F,C,M,42,44,4,78,81
M,B,U,10,36,64,42,19
M,C,U,8,33,71,45,11
M,E,M,57,42,4,69,54
F,D,M,59,44,6,71,89
M,B,Y,18,25,42,51,37
M,A,M,63,29,9,76,53
F,E,O,76,117,30,47,28
M,B,M,48,43,2,76,48
M,E,U,12,64,58,35,21
F,E,O,77,32,32,64,40
F,A,M,53,17,2,73,82
M,A,O,68,50,16,65,88
M,D,M,41,34,5,65,50
M,E,O,68,36,16,51,92
M,B,U,7,55,74,46,10
F,C,Y,19,36,39,49,86
M,A,M,56,38,4,67,51
M,E,O,78,31,34,50,67
M,E,U,15,62,50,52,21
M,C,M,46,45,2,63,53
F,E,U,15,62,50,52,61
M,D,U,6,36,78,48,19
M,A,M,44,50,3,70,50
M,C,O,74,55,26,56,93
M,E,M,61,40,7,71,55
F,A,Y,22,37,32,63,60
M,B,O,69,48,17,43,68
F,D,Y,31,45,16,39,95
M,C,M,62,51,8,69,47
M,C,M,42,44,4,68,58
M,B,Y,28,41,20,48,42
F,E,U,8,66,71,54,68
M,D,M,40,47,6,65,47
F,C,O,80,57,39,45,77
F,D,Y,23,49,30,56,32
M,C,Y,26,39,24,47,37
F,E,U,9,66,68,47,42
M,C,U,8,33,71,54,20
F,A,M,45,46,3,57,70
M,E,Y,26,57,24,44,40
F,E,U,13,64,55,57,48
F,E,M,46,47,2,70,74
M,C,Y,20,37,37,59,42
M,D,Y,29,27,19,70,37
M,B,O,80,55,39,39,94
M,A,Y,35,55,10,37,36
F,E,O,79,30,37,44,42
F,D,U,12,37,58,50,49
M,B,O,73,27,24,58,76
F,D,Y,34,37,12,49,47
F,C,M,43,44,4,64,20
M,C,O,71,54,20,47,89
F,A,Y,33,23,13,53,89
M,B,O,82,38,44,60,66
M,C,M,53,48,2,72,55
M,D,M,54,33,3,68,47
M,B,O,66,54,13,63,72
F,B,Y,34,66,12,44,62
F,D,U,13,43,55,34,87
M,D,Y,32,36,14,55,44
M,D,U,14,50,52,45,26
F,A,U,6,28,78,45,49
F,C,O,77,56,32,51,62
F,B,M,57,37,4,69,28
M,A,U,8,45,71,57,27
M,E,M,64,38,10,79,47
M,B,O,85,42,52,38,80
M,D,Y,24,49,28,53,41
F,C,U,11,34,61,54,49
F,A,M,53,21,2,78,81
F,D,Y,28,26,20,38,79
F,B,Y,24,63,28,53,46
M,C,O,86,59,55,55,86
F,D,M,41,116,5,66,59
F,E,Y,34,53,12,50,95
M,A,U,9,61,68,50,16
F,D,Y,38,30,7,41,61
M,E,Y,31,54,16,43,36
M,B,M,63,22,9,74,53
F,A,M,43,29,4,76,25
F,B,U,13,30,55,58,32
F,E,Y,19,60,39,53,40
M,E,O,84,28,50,49,92
M,E,M,51,44,2,66,47
F,D,U,12,42,58,38,32
M,B,Y,19,53,39,56,36
F,E,U,13,64,55,48,28
M,B,Y,27,38,22,56,35
M,E,M,45,48,3,70,55
F,C,Y,33,41,13,46,51
F,E,O,81,30,42,47,41
M,C,O,83,58,47,42,77
M,B,M,42,45,4,75,46
M,A,O,94,41,81,54,82
M,D,U,10,46,64,43,12
F,A,M,56,22,4,69,54
F,B,O,83,12,47,51,45
F,E,O,93,24,78,56,75
M,B,M,44,60,3,68,47
M,D,U,11,37,61,42,29
M,D,U,13,32,55,59,22
M,A,M,53,49,2,72,50
M,C,M,44,45,3,72,49
F,D,Y,21,30,34,53,48
F,D,U,12,39,58,45,43
M,C,O,83,58,47,50,68
M,C,M,41,44,5,65,55
M,A,M,61,56,7,72,46
F,E,M,62,39,8,70,54
M,C,U,13,34,55,52,27
F,D,U,5,26,81,50,25
F,B,O,70,14,19,51,60
F,B,O,80,17,39,50,62
M,E,M,46,47,2,71,53
F,B,Y,19,52,39,41,29
M,A,O,73,22,24,62,73
F,D,U,15,37,50,49,50
M,D,O,86,29,55,46,90
F,D,Y,31,36,16,47,28
F,C,O,70,53,19,52,47
M,D,U,14,30,52,44,17
M,C,Y,28,39,20,56,41
M,D,U,6,37,78,57,21
F,D,O,93,45,78,48,59
F,D,M,61,47,7,80,58
M,E,O,95,22,85,56,95
M,C,Y,19,36,39,69,43
M,A,O,80,59,39,54,83
F,B,U,5,36,81,46,41
F,B,U,10,50,64,47,62
M,A,M,55,67,3,66,55
F,A,M,61,35,7,74,94
F,A,M,43,55,4,74,89
F,B,O,84,20,50,51,35
F,D,O,73,27,24,52,55
F,B,O,68,12,16,48,97
M,B,O,77,45,32,51,66
F,B,Y,19,60,39,55,100
F,B,M,56,27,4,72,50
F,A,U,13,54,55,44,59
F,A,M,61,52,7,72,21
M,C,M,63,51,9,74,50
F,B,U,10,25,64,52,22
M,D,M,41,38,5,70,51
M,E,Y,30,55,17,47,38
M,B,O,73,49,24,48,82
M,B,U,14,44,52,53,14
F,D,O,69,38,17,38,74
M,E,Y,21,60,34,50,43
M,D,M,58,28,5,67,59
F,D,O,78,26,34,52,53
F,A,O,72,22,22,46,51
M,E,U,8,66,71,50,16
F,A,Y,18,33,42,53,25
F,D,U,15,39,50,52,80
F,B,M,58,22,5,69,57
M,D,O,79,44,37,47,75
M,A,M,62,38,8,73,52
M,C,Y,26,39,24,43,40
M,B,M,60,58,6,70,50
F,A,Y,19,60,39,53,68
M,A,Y,18,55,42,49,38
M,C,Y,32,41,14,62,41
M,B,U,9,47,68,48,29
F,E,Y,38,51,7,54,24
F,B,Y,29,64,19,59,65
M,C,U,13,34,55,54,27
M,C,O,67,52,14,52,94
F,A,Y,35,24,10,61,64
M,D,Y,38,31,7,51,44
F,E,O,80,30,39,52,68
F,B,M,42,38,4,78,50
F,D,Y,19,41,39,44,90
F,C,O,88,59,61,45,80
F,A,O,90,51,68,63,70
F,E,O,91,24,71,44,45
M,E,Y,16,62,47,51,39
F,E,O,76,32,30,53,50
F,C,O,73,54,24,55,64
F,E,Y,31,54,16,36,50
F,E,U,13,64,55,46,90
F,B,M,49,52,2,75,89
F,C,M,44,45,3,68,92
F,E,M,51,44,2,68,65
F,A,M,41,59,5,72,61
M,C,O,65,52,12,53,86
M,C,U,11,34,61,44,27
F,B,M,59,39,6,63,65
M,D,Y,21,28,34,53,42
F,C,Y,25,38,26,36,42
F,C,Y,27,39,22,58,67
F,D,O,68,30,16,39,78
F,C,M,41,44,5,69,55
M,C,M,59,50,6,75,49
M,C,M,48,46,2,63,46
F,E,Y,32,54,14,49,27
F,E,M,44,48,3,69,46
F,A,U,5,54,81,47,86
M,A,O,68,41,16,48,90
M,D,O,79,30,37,53,75
F,E,M,63,38,9,64,87
M,B,Y,34,53,12,53,39
M,B,U,11,44,61,55,27
M,E,M,62,39,8,66,52
M,B,Y,17,47,44,48,38
F,A,Y,38,52,7,40,37
M,D,Y,23,35,30,48,36
M,B,O,84,59,50,38,89
M,B,U,8,21,71,60,13
F,C,Y,35,42,10,58,89
M,D,U,9,35,68,55,18
F,B,M,60,34,6,73,76
M,D,O,70,49,19,51,69
F,B,U,11,22,61,42,57
F,A,M,59,57,6,65,71
F,D,O,82,40,44,56,92
F,D,U,9,32,68,55,40
M,C,O,92,61,74,51,82
M,A,Y,33,58,13,57,43
F,E,Y,19,60,39,49,76
M,E,U,10,65,64,55,11
M,E,U,7,66,74,42,20
M,E,M,48,46,2,66,50
F,C,M,63,51,9,67,28
F,E,M,56,42,4,72,31
M,D,O,75,41,28,41,88
F,B,Y,17,56,44,59,25
M,D,Y,18,34,42,56,43
M,E,Y,36,52,9,55,39
F,E,M,48,46,2,66,94
F,B,Y,35,65,10,53,82
F,A,O,81,50,42,44,40
M,C,Y,19,36,39,46,39
F,E,Y,38,51,7,42,30
M,B,Y,22,20,32,54,43
F,D,O,89,39,64,55,42
M,E,O,94,23,81,62,79
F,D,M,48,44,2,67,72
F,D,M,50,39,2,67,84
F,E,U,9,66,68,58,88
M,C,Y,24,38,28,36,45
M,E,M,44,48,3,72,54
F,B,U,7,33,74,63,99
F,E,O,70,35,19,46,58
M,E,O,82,29,44,64,73
F,B,M,55,26,3,61,54
M,A,U,6,27,78,44,19
F,C,U,11,34,61,45,66
M,B,U,11,55,61,51,13
M,A,O,67,39,14,48,68
F,C,U,9,33,68,51,52
M,D,O,70,41,19,59,91
F,D,M,55,42,3,69,99
F,B,M,60,25,6,70,96
F,A,O,79,55,37,46,77
M,C,Y,29,40,19,54,41
F,C,M,45,45,3,72,28
F,E,Y,27,56,22,44,80
M,B,U,10,37,64,53,18
F,E,U,11,64,61,51,80
M,E,U,9,66,68,52,17
F,C,M,49,46,2,63,43
F,B,O,83,13,47,47,75
M,B,U,10,20,64,45,21
F,A,Y,21,37,34,50,65
F,B,M,49,50,2,66,58
F,A,U,8,25,71,54,98
F,B,O,93,14,78,54,77
F,B,U,13,56,55,49,92
F,E,U,12,64,58,51,73
M,D,M,60,29,6,72,45
M,E,O,80,30,39,41,86
F,D,U,15,39,50,50,97
M,D,M,42,44,4,67,46
M,A,O,94,21,81,47,71
F,C,M,51,47,2,70,84
F,C,Y,23,38,30,71,21
M,A,Y,35,47,10,52,41
F,C,O,72,54,22,32,97
F,E,Y,19,60,39,50,41
M,B,M,47,27,2,64,59
M,D,U,6,29,78,55,15
M,E,M,57,42,4,71,50
F,D,M,54,30,3,74,63
F,E,U,7,66,74,56,21
M,D,O,84,48,50,31,77
M,E,U,8,66,71,54,28
F,D,U,11,41,61,47,84
M,E,U,13,64,55,51,12
M,E,U,6,67,78,47,17
F,A,M,52,39,2,74,69
M,C,U,15,35,50,47,22
M,D,O,83,26,47,46,78
F,D,U,7,32,74,51,76
M,D,M,54,41,3,70,57
F,B,O,73,11,24,50,24
F,B,U,5,32,81,45,77
F,A,M,53,19,2,74,92
F,E,O,94,23,81,44,28
M,A,Y,18,16,42,36,42
F,D,O,92,31,74,38,98
M,D,M,47,33,2,71,47
F,A,U,9,61,68,53,96
M,B,M,42,59,4,67,46
F,B,O,82,12,44,41,38
F,D,M,40,115,6,69,88
F,E,Y,37,52,8,52,50
M,B,M,45,30,3,70,47
M,A,O,84,30,50,61,78
F,A,M,60,19,6,72,38
M,E,M,50,45,2,63,51
F,C,O,90,60,68,51,49
M,E,O,71,34,20,51,69
M,E,Y,35,52,10,48,35
F,D,Y,29,48,19,61,38
M,E,U,9,66,68,52,22
M,E,M,62,39,8,69,46
F,D,U,14,38,52,47,58
F,C,M,52,47,2,73,28
F,E,O,89,26,64,59,53
M,C,O,76,55,30,53,80
M,E,U,10,65,64,44,11
F,B,Y,39,68,6,43,96
M,A,U,15,63,50,49,24
M,D,M,44,47,3,76,58
F,E,U,5,68,81,54,57
M,C,Y,33,41,13,46,38
M,E,U,7,66,74,60,12
M,D,U,13,26,55,51,26
F,A,Y,20,67,37,54,21
M,E,U,7,66,74,55,27
F,D,M,56,119,4,66,22
F,E,M,47,46,2,69,76
F,C,M,58,49,5,76,25
F,A,M,49,34,2,76,55
M,A,O,80,16,39,51,85
F,B,O,90,20,68,56,40
F,E,Y,27,56,22,51,48
M,E,M,43,48,4,71,51
M,C,O,94,61,81,44,79
M,E,O,76,32,30,52,75
F,A,M,44,48,3,75,37
F,C,U,15,35,50,51,50
F,A,M,55,57,3,72,79
F,A,Y,29,15,19,41,76
M,A,M,57,52,4,63,56
F,A,O,81,22,42,43,84
M,E,M,50,45,2,77,51
F,B,M,45,34,3,69,90
M,D,M,45,36,3,69,58
F,A,Y,39,39,6,45,48
M,C,Y,18,36,42,59,44
F,E,M,61,40,7,63,46
M,B,O,93,50,78,45,88
F,C,Y,29,40,19,55,89
M,B,O,76,27,30,59,93
F,B,M,41,60,5,70,23
M,D,M,57,33,4,61,46
M,D,O,87,30,58,44,68
M,C,Y,19,111,39,41,43
F,D,U,12,29,58,41,92
F,B,M,44,22,3,63,38
M,A,Y,29,43,19,40,41
F,D,Y,27,39,22,45,48
F,E,Y,25,118,26,55,64
F,A,Y,21,54,34,59,92
M,D,O,82,47,44,51,77
F,A,M,60,49,6,74,91
M,B,M,43,51,4,69,45
F,B,U,11,43,61,50,68
F,C,U,14,35,52,53,96
M,A,Y,32,39,14,21,40
M,C,M,46,45,2,68,48
F,D,M,62,45,8,69,94
M,B,Y,22,38,32,59,42
M,A,U,7,39,74,49,28
M,B,O,68,45,16,61,85
M,A,Y,26,26,24,62,42
M,A,O,65,60,12,58,86
M,B,U,8,43,71,48,12
F,D,M,62,29,8,63,44
F,B,U,12,50,58,54,56
F,D,Y,25,41,26,52,45
M,E,U,15,62,50,53,12
M,B,M,56,24,4,67,60
F,B,U,13,41,55,47,89
M,C,Y,27,39,22,55,36
F,A,O,69,39,17,54,74
M,B,Y,16,58,47,60,39
M,D,Y,28,40,20,41,42
M,A,Y,25,31,26,47,36
M,C,O,70,53,19,48,65
M,B,M,49,37,2,63,57
M,B,M,60,23,6,69,59
F,E,Y,24,58,28,48,51
F,B,O,73,11,24,52,31
M,D,O,95,38,85,62,68
F,A,U,6,26,78,45,85
F,C,O,82,57,44,57,43
M,B,Y,26,47,24,48,39
M,D,U,9,48,68,52,12
M,B,Y,20,55,37,38,41
F,A,O,80,40,39,31,50
F,D,U,14,30,52,54,27
F,D,O,82,34,44,48,65
F,C,O,74,55,26,60,99
F,C,Y,30,40,17,53,43
F,B,M,51,24,2,71,85
M,C,U,10,33,64,62,20
M,A,O,74,48,26,60,74
F,A,Y,33,26,13,40,68
F,A,Y,26,40,24,53,82
F,C,O,65,52,12,48,77
M,C,M,45,45,3,67,59
F,E,M,58,41,5,61,50
M,E,Y,25,58,26,45,43
M,B,O,87,22,58,51,86
M,D,Y,21,38,34,39,45
M,E,M,44,48,3,74,55
F,B,O,86,17,55,58,76
F,E,O,88,26,61,59,79
M,C,Y,16,35,47,50,44
M,D,Y,23,29,30,39,44
F,E,Y,18,61,42,52,89
M,A,M,47,28,2,72,53
M,C,M,58,49,5,74,56
F,A,O,78,43,34,51,52
M,C,O,69,53,17,42,71
M,A,Y,30,49,17,58,36
F,A,Y,19,28,39,49,95
M,B,U,12,32,58,60,12
F,D,Y,24,39,28,44,81
M,A,M,55,39,3,72,50
M,C,M,56,49,4,65,55
F,D,U,12,28,58,51,88
F,A,U,13,24,55,39,58
M,C,O,72,54,22,49,95
F,A,O,84,63,50,50,82
F,A,Y,17,60,44,46,48
F,C,M,62,51,8,61,52
F,B,Y,18,56,42,39,32
M,E,U,8,66,71,45,22
F,B,M,47,51,2,70,48
M,E,O,87,26,58,45,72
M,A,M,44,49,3,76,53
M,A,U,12,42,58,47,14
M,C,Y,33,41,13,42,45
M,B,U,9,41,68,48,30
M,E,M,59,40,6,68,47
M,B,O,84,52,50,54,93
F,E,Y,21,60,34,69,58
M,B,Y,23,42,30,44,40
F,E,Y,25,58,26,60,100
M,B,M,54,46,3,69,48
M,A,M,42,43,4,69,49
M,E,U,14,63,52,50,13
M,E,M,55,42,3,66,51
F,E,O,85,28,52,44,39
F,B,O,79,11,37,53,36
M,A,M,44,61,3,69,59
F,B,U,12,48,58,48,32
F,E,U,12,64,58,49,55
M,A,U,13,33,55,46,29
F,D,O,81,42,42,60,35
F,D,Y,29,29,19,48,40
M,D,Y,19,49,39,53,36
M,B,M,55,47,3,74,59
M,B,M,41,35,5,67,58
F,A,M,47,37,2,66,56
M,E,O,83,28,47,60,81
F,B,U,11,28,61,52,61
M,D,Y,29,46,19,43,39
F,E,Y,28,56,20,50,40
F,D,O,72,26,22,58,25
M,A,M,64,31,10,75,51
F,E,Y,29,56,19,34,91
F,C,O,77,56,32,54,59
F,C,M,46,45,2,66,66
F,C,U,6,32,78,48,23
F,E,Y,26,57,24,39,77
F,A,Y,36,61,9,60,97
M,E,M,61,40,7,71,59
M,C,Y,36,42,9,62,40
M,D,U,10,33,64,43,21
F,A,Y,31,33,16,54,97
M,C,U,13,34,55,51,22
M,D,O,95,41,85,48,88
F,D,U,8,36,71,61,77
F,A,U,14,53,52,49,93
F,B,U,9,49,68,47,92
M,C,Y,35,42,10,49,40
M,A,U,6,36,78,43,17
M,C,M,49,46,2,69,53
M,D,O,75,33,28,46,83
M,B,U,15,34,50,51,26
M,B,U,9,25,68,42,26
M,D,O,86,26,55,50,84
M,D,U,15,31,50,50,22
M,E,U,13,64,55,53,29
F,B,M,58,54,5,70,76
M,D,Y,19,33,39,59,44
F,B,U,12,25,58,52,61
M,A,Y,21,43,34,50,41
F,D,U,6,42,78,54,30
F,A,Y,23,25,30,41,71
F,B,U,14,112,52,48,60
F,B,O,74,14,26,49,72
F,A,M,42,23,4,68,91
F,D,O,85,36,52,60,22
M,D,U,14,39,52,46,27
